id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	B-cells|B-cells	B-cells|CAF	B-cells|Endothelial cells	B-cells|Macrophages	B-cells|NK	B-cells|T-cells	CAF|B-cells	CAF|CAF	CAF|Endothelial cells	CAF|Macrophages	CAF|NK	CAF|T-cells	Endothelial cells|B-cells	Endothelial cells|CAF	Endothelial cells|Endothelial cells	Endothelial cells|Macrophages	Endothelial cells|NK	Endothelial cells|T-cells	Macrophages|B-cells	Macrophages|CAF	Macrophages|Endothelial cells	Macrophages|Macrophages	Macrophages|NK	Macrophages|T-cells	NK|B-cells	NK|CAF	NK|Endothelial cells	NK|Macrophages	NK|NK	NK|T-cells	T-cells|B-cells	T-cells|CAF	T-cells|Endothelial cells	T-cells|Macrophages	T-cells|NK	T-cells|T-cells
CPI-SC0CE851065	COL6A2_a10b1 complex	simple:P12110	complex:a10b1 complex	COL6A2		True	False	False	curated	True	0.111								165.67163	170.92185					37.12662	42.37683																					
CPI-SC0C8B4C056	CD40LG_a5b1 complex	simple:P29965	complex:a5b1 complex	CD40LG		True	False	False	curated	True	0.111																																127.67851	193.95303	73.10859	65.93541	
CPI-SC08A98E7D4	COL7A1_a2b1 complex	simple:Q02388	complex:a2b1 complex	COL7A1		True	False	False	curated	True	0.111							4.02263	6.66172	12.23899			5.37428																								
CPI-SC0FA79E269	COL4A2_a10b1 complex	simple:P08572	complex:a10b1 complex	COL4A2		True	False	False	curated	True	0.111								50.48362	55.73383					253.77478	259.02499																					
CPI-SC0F9DD28F3	JAM3_aMb2 complex	simple:Q9BX67	complex:aMb2 complex	JAM3		True	False	False	curated	True	0.111										86.16676	111.17058					59.61808	84.6219																			
CPI-SC0984894BC	TGFB1_TGFbeta receptor2	simple:P01137	complex:TGFbeta receptor2	TGFB1		True	False	True	curated	False	0.111								17.3055						17.09619						17.17279						20.52895										
CPI-SC0F516B854	COL5A2_a10b1 complex	simple:P05997	complex:a10b1 complex	COL5A2		True	False	False	curated	True	0.111								106.79143	112.04164					11.50716	16.75737																					
CPI-SS0755A26DD	FGF1_FGFR1	simple:P05230	simple:P11362	FGF1	FGFR1	True	False	True	curated	False	0.111							6.60895	43.94656	23.12253			9.50096																								
CPI-SC098C06330	TGFB1_TGFbeta receptor1	simple:P01137	complex:TGFbeta receptor1	TGFB1		True	False	True	curated	False	0.111											36.21094						36.00163						36.07823						39.43439							
CPI-SS05A26A1DE	PDGFB_PDGFRB	simple:P01127	simple:P09619	PDGFB	PDGFRB	True	False	True	curated	False	0.111														96.99674			32.88173			79.33435			15.21934													
CPI-SC032246C72	TGFB2_TGFbeta receptor2	simple:P61812	complex:TGFbeta receptor2	TGFB2		True	False	True	curated	False	0.111								16.87519	9.89796					22.03806	15.06084																					
CPI-SS056FF4363	CD48_CD244	simple:P09326	simple:Q9BZW8	CD48	CD244	False	False	True	curated	False	0.111					332.57985																													301.48741	366.86969	304.14802
CPI-SS0B6F0C894	DSG2_DSC3	simple:Q14126	simple:Q14574	DSG2	DSC3	False	False	False	curated	False	0.111							5.21804	5.79934				5.29987																								3.68058
CPI-SS05A94DE17	FGF2_FGFR2	simple:P09038	simple:P21802	FGF2	FGFR2	True	False	True	curated	False	0.111							7.05426		6.19769			7.46666																								4.11647
CPI-SC0F8D27FBC	COL15A1_a1b1 complex	simple:P39059	complex:a1b1 complex	COL15A1		True	False	False	curated	True	0.111									49.00235					143.92297	165.61608			144.66795																		
CPI-SC09C0B5D08	COL4A5_a2b1 complex	simple:P29400	complex:a2b1 complex	COL4A5		True	False	False	curated	True	0.111													4.94033	7.57942	13.15669			6.29199																		
CPI-SC05992FDC8	COL5A1_a1b1 complex	simple:P20908	complex:a1b1 complex	COL5A1		True	False	False	curated	True	0.111								70.75957	92.45267			71.50455			32.86529																					
CPI-SS08920B6FF	PODXL_SELL	simple:O00592	simple:P14151	PODXL	SELL	False	False	False	curated	False	0.111							411.56518						504.43061				382.11915	316.25589																		
CPI-SS02AFCED82	EPHA2_EFNA5	simple:P29317	simple:P52803	EPHA2	EFNA5	False	True	False	curated	False	0.111								28.47067	82.18698					44.44712	98.16342																					
CPI-SC062C5C6C2	PLA2G2A_a5b1 complex	simple:P14555	complex:a5b1 complex	PLA2G2A		True	False	False	curated	True	0.111								1587.11348	1653.388	1532.54355	1525.37038																									
CPI-SS02928C71A	PDGFB_LRP1	simple:P01127	simple:Q07954	PDGFB	LRP1	True	False	True	I2D,InnateDB-All	False	0.111														100.72686		49.7285				83.06447		32.06611														
CPI-SS0822AEF5F	PTPRC_MRC1	simple:P08575	simple:P22897	PTPRC	MRC1	False	False	True	curated	False	0.111																											521.95048	516.74373					502.00872	496.80197		
CPI-SS03DA2A820	FGF2_CD44	simple:P09038	simple:P16070	FGF2	CD44	True	False	True	I2D,InnateDB-All	False	0.111												168.44722						164.92746						164.8088												165.09703
CPI-SC091173D82	COL4A4_a1b1 complex	simple:P53420	complex:a1b1 complex	COL4A4		True	False	False	curated	True	0.111			35.31529			14.36717			35.38777			14.43965																								
CPI-SC0B6F1A278	COL4A1_a10b1 complex	simple:P02462	complex:a10b1 complex	COL4A1		True	False	False	curated	True	0.111								38.98254	44.23275					227.85523	233.10544																					
CPI-SC0B9199C7F	LAMC1_aVb3 complex	simple:P11047	complex:aVb3 complex	LAMC1		True	False	False	curated	True	0.111								42.68914	45.10416					32.88529	35.30031																					
CPI-SC09FDA4F45	COL6A1_a1b1 complex	simple:P12109	complex:a1b1 complex	COL6A1		True	False	False	curated	True	0.111								257.14411	278.83721			257.88909			37.13195																					
CPI-SS0C0E2C69C	POMC_MC2R	simple:P01189	simple:Q01718	POMC	MC2R	True	False	True	I2D	False	0.111																									24.934	24.87248		24.82384		24.86452						
CPI-SC0B292AEE6	GP1BA_aMb2 complex	simple:P07359	complex:aMb2 complex	GP1BA		False	False	False	curated	True	0.111										57.40641	82.41023					52.12471	77.12853																			
CPI-SS068C742A1	FGF1_TGFBR3	simple:P05230	simple:Q03167	FGF1	TGFBR3	True	False	True	InnateDB-All	False	0.111								29.48474	33.27188		24.82894	9.87017																								
CPI-SS01A07768A	CD46_JAG1	simple:P15529	simple:P78504	CD46	JAG1	False	True	False	curated	False	0.111															94.68195						78.52581											73.56084	87.22027			
CPI-SC0FBFA176B	COL11A1_a2b1 complex	simple:P12107	complex:a2b1 complex	COL11A1		True	False	False	curated	True	0.111							4.4036	7.04269	12.61996			5.75525																								
CPI-SC02E74AFA5	MMP2_aVb3 complex	simple:P08253	complex:aVb3 complex	MMP2		True	False	False	curated	True	0.111								399.98485	402.39986					61.49304	63.90806																					
CPI-SS00A6D366F	ADORA2A_NAMPT	simple:P29274	simple:P43490	ADORA2A	NAMPT	True	True	False	I2D,IMEx,InnateDB-All,MINT	False	0.111				217.80256																		206.14296											110.44807	240.75561		
CPI-SS0837E9F59	JAG1_NOTCH4	simple:P78504	simple:Q99466	JAG1	NOTCH4	False	False	True	curated	False	0.111									105.4842	13.49356					119.14363	27.15299																				
CPI-CS0DDFD82E7	IL11 receptor_IL11	complex:IL11 receptor	simple:P20809		IL11	True	True	False	curated	False	0.111							28.38365				29.62633	28.27118																								16.0663
CPI-SS0F739D3DB	ANXA1_FPR1	simple:P04083	simple:P21462	ANXA1	FPR1	True	False	True	guidetopharmacology.org	False	0.111										696.1777												533.65546						394.15712						382.23384		
CPI-SS0055264F3	EGFR_TGFB1	simple:P00533	simple:P01137	EGFR	TGFB1	True	True	False	IMEx,InnateDB-All,MINT	False	0.111								21.8751	21.6658	21.7424	25.09855																									
CPI-SS0F66EA6BE	APP_FPR2	simple:P05067	simple:P25090	APP	FPR2	False	False	True	guidetopharmacology.org	False	0.111				69.95132						172.80641						533.50113						83.27301														
CPI-SS00EDDD458	EGFR_MIF	simple:P00533	simple:P14174	EGFR	MIF	True	True	False	IMEx,InnateDB-All	False	0.111								420.28647	494.36608	587.73461		339.21117																								
CPI-SS0481D83A4	EGFR_AREG	simple:P00533	simple:P15514	EGFR	AREG	True	True	False	curated	False	0.111							49.53863			178.80002	173.07145	46.02237																								
CPI-SS08CA619FE	EGFR_GRN	simple:P00533	simple:P28799	EGFR	GRN	True	True	False	InnateDB-All	False	0.111							138.21443	226.98848	444.9413	984.97774																										
CPI-SS02A170A99	SPN_SIGLEC1	simple:P16150	simple:Q9BZZ2	SPN	SIGLEC1	True	False	False	curated	False	0.111				52.30315																		44.76405						78.899						75.24423		
CPI-SC02131C05A	COL12A1_a10b1 complex	simple:Q99715	complex:a10b1 complex	COL12A1		True	False	False	curated	True	0.111								45.01555	50.26576					15.22447	20.47468																					
CPI-CS0D238C22B	PlexinA2_complex1_SEMA3A	complex:PlexinA2_complex1	simple:Q14563		SEMA3A	True	True	False	curated	False	0.111								5.82291	38.54759					24.05548	56.78015																					
CPI-SS00086659A	TNFRSF6B_FASLG	simple:O95407	simple:P48023	TNFRSF6B	FASLG	True	False	False	curated	False	0.111											215.01659	118.84733					235.47053	139.30128																		
CPI-SS0FBC9234C	TNF_PTPRS	simple:P01375	simple:Q13332	TNF	PTPRS	True	False	True	InnateDB-All	False	0.111																				90.35317	80.01999											50.2286	39.89542			
CPI-SS0E7D5974D	TNF_TNFRSF1B	simple:P01375	simple:P20333	TNF	TNFRSF1B	True	False	True	curated	False	0.111						166.21803																212.44745		213.83286												173.70829
CPI-SS0A83A7E30	TNFSF13_FAS	simple:O75888	simple:P25445	TNFSF13	FAS	True	False	True	I2D,InnateDB-All	False	0.111																				170.69285		143.38378	158.4672	170.37765												
CPI-SS08B7D54A3	TNF_FAS	simple:P01375	simple:P25445	TNF	FAS	True	False	True	InnateDB-All	False	0.111																				108.14083			95.91518	107.82563												67.70106
CPI-SS084BE3E4B	LTA_TNFRSF1A	simple:P01374	simple:P19438	LTA	TNFRSF1A	True	False	True	curated	False	0.111		91.75377	118.17489	85.05882	71.92602																															
CPI-SS05D23BCE8	HLA-DPB1_TNFSF13B	simple:HLADPB1	simple:Q9Y275	HLA-DPB1	TNFSF13B	True	True	False	InnateDB-All	False	0.111		400.70802		423.59427																624.85095		647.7372														
CPI-CS0AB19226A	PlexinA4_complex1_SEMA3A	complex:PlexinA4_complex1	simple:Q14563		SEMA3A	True	True	False	curated	False	0.111								6.18123	38.90591					6.99615	39.72083																					
CPI-SS0D2539AEB	FPR3_HEBP1	simple:P25089	simple:Q9NRV9	FPR3	HEBP1	False	True	False	guidetopharmacology.org	False	0.111																				132.96857	143.73484	113.8631	100.29006													
CPI-SC0527EEE7A	C3_aMb2 complex	simple:P01024	complex:aMb2 complex	C3		True	False	False	curated	True	0.111										619.3322	644.33602											109.82167	134.82549													
CPI-SC0A05D3880	THY1_aMb2 complex	simple:P04216	complex:aMb2 complex	THY1		False	False	False	curated	True	0.111										345.8854	370.88922					154.99145	179.99527																			
CPI-SS0F9D53834	JAM3_JAM3	simple:Q9BX67	simple:Q9BX67	JAM3	JAM3	True	False	False	curated	False	0.111								89.62658	63.0779					63.0779	36.52922																					
CPI-SS0D1D95883	CCL4_CCR5	simple:P13236	simple:P51681	CCL4	CCR5	True	False	True	curated	False	0.111																												2746.23739		2781.32092				1076.53546		1111.61898
CPI-SC0017F527E	COL18A1_a10b1 complex	simple:P39060	complex:a10b1 complex	COL18A1		True	False	False	curated	True	0.111								12.44439	17.6946					42.03785	47.28806																					
CPI-SS0B01D306C	CCL5_CCR5	simple:P13501	simple:P51681	CCL5	CCR5	True	False	True	curated	False	0.111																												2097.27515		2132.35868				1645.62324		1680.70677
CPI-SS055E061C9	LAMP1_FAM3C	simple:P11279	simple:Q92520	LAMP1	FAM3C	True	True	False	InnateDB-All	False	0.111												30.74282						36.82485						32.93957												29.66301
CPI-SS00F979E99	ICAM3_CLEC4M	simple:P32942	simple:Q9H2X3	ICAM3	CLEC4M	True	False	True	curated	False	0.111			203.38431																		142.03734						241.31934						224.50368			
CPI-SS0E2431C09	PDCD1_FAM3C	simple:Q15116	simple:Q92520	PDCD1	FAM3C	True	True	False	InnateDB-All	False	0.111																															201.47715	207.55252	197.41571			209.1391
CPI-SC00756BB93	THY1_aVb3 complex	simple:P04216	complex:aVb3 complex	THY1		False	False	False	curated	True	0.111								310.5023	312.91731					119.60835	122.02337																					
CPI-SC00C0800EB	COL4A4_a10b1 complex	simple:P53420	complex:a10b1 complex	COL4A4		True	False	False	curated	True	0.111		5.22146	10.47168					5.29394	10.54415																											
CPI-SS0F3D40856	PGRMC2_CCL4L2	simple:O15173	simple:Q8NHW4	PGRMC2	CCL4L2	True	True	False	IMEx,IntAct	False	0.111												477.90825						474.7618						472.20301						472.88828						
CPI-SS0C090A257	CCL3_CCR5	simple:P10147	simple:P51681	CCL3	CCR5	True	False	True	curated	False	0.111																						915.54384		950.62737				1539.65211		1574.73564						
CPI-SC0ED0520DD	LAMA3_a3b1 complex	simple:Q16787	complex:a3b1 complex	LAMA3		True	False	False	curated	True	0.111								6.64725	12.36735					5.57062	11.29071																					
CPI-SS02AB0C3E0	SPP1_CD44	simple:P10451	simple:P16070	SPP1	CD44	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	0.139																			3195.78286	3207.93074		3229.98488	3256.61378	3249.08045												
CPI-SS0DBA4D668	DPP4_CXCL12	simple:P27487	simple:P48061	DPP4	CXCL12	True	True	False	curated	False	0.139								597.96563	90.92332	121.95478				589.86041		113.84956																				
CPI-SS06F83AE58	CD44_SELE	simple:P16070	simple:P16581	CD44	SELE	False	True	False	curated	False	0.139			233.35686						245.50474												267.55888						294.18778						286.65445			
CPI-SC0EA3FC100	COL18A1_a1b1 complex	simple:P39060	complex:a1b1 complex	COL18A1		True	False	False	curated	True	0.139									42.53822			21.5901		50.43857	72.13168			51.18355																		
CPI-SC08E97F7CA	VCAM1_a4b7 complex	simple:P19320	complex:a4b7 complex	VCAM1		False	False	False	curated	True	0.139							165.92955			157.16694	177.61481	196.10122																								95.70088
CPI-SS0947A8549	FLT1_VEGFB	simple:P17948	simple:P49765	FLT1	VEGFB	True	True	False	curated	False	0.139			12.44057											60.79146	65.24708	62.53075																	11.93995			
CPI-CS0C16967C6	ACVR1_BMPR2_BMP6	complex:ACVR1_BMPR2	simple:P22004		BMP6	True	True	False	curated	False	0.139			8.50743						14.56323						35.96877						9.51042												7.36319			
CPI-SS0CDAC688B	CXCL2_DPP4	simple:P19875	simple:P27487	CXCL2	DPP4	True	False	True	curated	False	0.139								128.49701						126.06054	117.95533					448.95976	440.85454															
CPI-SS0F9B3B259	TNFSF13_TNFRSF1A	simple:O75888	simple:P19438	TNFSF13	TNFRSF1A	True	False	True	I2D,InnateDB-All	False	0.139																				204.89188	231.313	198.19694	185.06413	151.32395												
CPI-SS0B81F1BF5	TNF_SEMA4C	simple:P01375	simple:Q9C0C4	TNF	SEMA4C	True	False	True	InnateDB-All	False	0.139																				73.1008	87.0845		76.61757										46.95993		36.493	
CPI-SS0EFE0B07A	CXCL12_CXCR3	simple:P48061	simple:P49682	CXCL12	CXCR3	True	False	True	guidetopharmacology.org	False	0.139											666.67875	689.16426						182.12196					190.6679	213.15341												
CPI-SC0545E2502	COL5A2_a1b1 complex	simple:P05997	complex:a1b1 complex	COL5A2		True	False	False	curated	True	0.139								115.19216	136.88526			115.93714			41.60099			20.65286																		
CPI-SS0EB5AEC83	SELL_CD34	simple:P14151	simple:P28906	SELL	CD34	False	False	False	curated	False	0.139		432.37146	624.55102																		326.55226						502.23956						436.3763			
CPI-SS048A2311A	TNF_RIPK1	simple:P01375	simple:Q13546	TNF	RIPK1	True	False	True	I2D,IMEx,InnateDB,InnateDB-All,IntAct,MINT	False	0.139																				76.4023	80.1234	75.04762	84.75833	79.91749												
CPI-SC07BE7830D	SPP1_a4b1 complex	simple:P10451	complex:a4b1 complex	SPP1		True	False	False	curated	True	0.139																			3121.29909	3092.24091		3106.98573	3127.82041	3143.49965												
CPI-SC09E5431A2	IFNG_Type II IFNR	simple:P01579	complex:Type II IFNR	IFNG		True	False	True	curated	False	0.139																															205.54479	208.82897	210.49433	338.26967		160.19775
CPI-SS0C17BB772	FCGR2A_CXCL9	simple:P12318	simple:Q07325	FCGR2A	CXCL9	True	True	False	IMEx,IntAct	False	0.139				98.77442												108.83846						427.1007						97.60532						98.57633		
CPI-SS0A3569604	IGF2_IDE	simple:P01344	simple:P14735	IGF2	IDE	True	False	True	I2D,InnateDB-All	False	0.139							58.81426	58.2135	57.61131	56.2225		62.27507																								
CPI-SC01195CB48	TNC_a8b1 complex	simple:P24821	complex:a8b1 complex	TNC		True	False	False	curated	True	0.139		16.58322						158.32157						91.73839												16.25112						16.65105				
CPI-SC0E9C058EB	PLAUR_a4b1 complex	simple:Q03405	complex:a4b1 complex	PLAUR		True	True	False	curated	True	0.139																			550.15106	521.09287		535.8377	556.67238	572.35162												
CPI-SC01833C7FC	PLA2G2A_a4b1 complex	simple:P14555	complex:a4b1 complex	PLA2G2A		True	False	False	curated	True	0.139							1541.00436	1511.94617		1526.691	1547.52568	1563.20491																								
CPI-SS042A6F835	IGF2_IGF2R	simple:P01344	simple:P11717	IGF2	IGF2R	True	False	True	curated	False	0.139								58.39874	58.43037	58.24149	62.86398	59.92381																								
CPI-SS0C1BD22BC	SPP1_PTGER4	simple:P10451	simple:P35408	SPP1	PTGER4	True	False	True	IMEx,MINT	False	0.139																			3109.09639	3089.40718		3124.40285	3197.10317	3177.988												
CPI-SS0829B8FD2	GRN_CLEC4M	simple:P28799	simple:Q9H2X3	GRN	CLEC4M	True	False	True	InnateDB-All	False	0.139			234.9635						323.73756						541.69038						1081.72682												142.45344			
CPI-SC0D5CFA431	TGFB3_TGFbeta receptor1	simple:P10600	complex:TGFbeta receptor1	TGFB3		True	False	True	curated	False	0.139								59.05759		58.98472	81.63351	54.83512					36.93669																			
CPI-SC0A58E6695	TNC_aVb3 complex	simple:P24821	complex:aVb3 complex	TNC		True	False	False	curated	True	0.139								148.3039	150.71892					81.72072	84.13574																		9.0484			
CPI-SC05CCF815E	COL1A2_a2b1 complex	simple:P08123	complex:a2b1 complex	COL1A2		True	False	False	curated	True	0.167							2507.23733	2509.87642	2515.45369	2506.35348	2506.9564	2508.58899																								
CPI-SC04F2478E9	FN1_a3b1 complex	simple:P02751	complex:a3b1 complex	FN1		True	False	False	curated	True	0.167								945.79031	951.5104					210.4722	216.19229					131.85422	137.57431															
CPI-SC0D870AE49	COL6A3_a2b1 complex	simple:P12111	complex:a2b1 complex	COL6A3		True	False	False	curated	True	0.167							227.53722	230.17631	235.75358	226.65337	227.25629	228.88888																								
CPI-SC02BFEEC8A	THBS1_a3b1 complex	simple:P07996	complex:a3b1 complex	THBS1		False	False	False	curated	True	0.167								455.3596	461.07969					198.208	203.9281					241.08758	246.80767															
CPI-SS0586F2596	EPHB2_EFNA5	simple:P29323	simple:P52803	EPHB2	EFNA5	False	True	False	curated	False	0.167								27.08023	80.79654					26.31503	80.03134					27.8144	81.53071															
CPI-SS0423580E5	DLL1_NOTCH2	simple:O00548	simple:Q04721	DLL1	NOTCH2	False	False	True	curated	False	0.167													53.82913	51.63645	27.99955	38.3606	46.18854	28.7558																		
CPI-SS0C28FEC7D	TNFSF13_TNFRSF14	simple:O75888	simple:Q92956	TNFSF13	TNFRSF14	True	False	True	I2D,InnateDB-All	False	0.167																			219.9496	164.53599	243.78274	228.22518	191.57631	235.20346												
CPI-SC058845C44	COL8A1_a2b1 complex	simple:P27658	complex:a2b1 complex	COL8A1		True	False	False	curated	True	0.167							71.73598	74.37507	79.95235	70.85213	71.45505	73.08764																								
CPI-SC0CCF30377	COL13A1_a2b1 complex	simple:Q5TAT6	complex:a2b1 complex	COL13A1		False	False	False	curated	True	0.167							9.8372	12.47629	18.05356	8.95335	9.55627	11.18885																								
CPI-SC004A436C5	COL12A1_a1b1 complex	simple:Q99715	complex:a1b1 complex	COL12A1		True	False	False	curated	True	0.167								53.41628	75.10938			54.16126		23.6252	45.3183			24.37018																		
CPI-SC0ADD7BEF0	COL19A1_a2b1 complex	simple:Q14993	complex:a2b1 complex	COL19A1		True	False	False	curated	True	0.167	14.0309	16.66999	22.24727	13.14705	13.74997	15.38256																														
CPI-SS004C23DCE	EREG_EGFR	simple:O14944	simple:P00533	EREG	EGFR	True	False	True	curated	False	0.167		20.64938						21.73265						20.26247						56.31268						20.04041						20.82052				
CPI-SC090855C8E	FN1_aVb3 complex	simple:P02751	complex:aVb3 complex	FN1		True	False	False	curated	True	0.167								949.90445	952.31947					214.58635	217.00136					135.96836	138.38338															
CPI-SS06A0B20BD	FGFR2_EPHA4	simple:P21802	simple:P54764	FGFR2	EPHA4	True	True	True	I2D,InnateDB-All	False	0.167			13.64555						12.96168						12.78899						11.81252						12.38234						14.05796			
CPI-SC0A9EB628A	VCAM1_a4b1 complex	simple:P19320	complex:a4b1 complex	VCAM1		False	False	False	curated	True	0.167							185.46499	156.4068		171.15162	191.9863	207.66554																								107.2652
CPI-SC06873D10F	COL17A1_a2b1 complex	simple:Q9UMD9	complex:a2b1 complex	COL17A1		True	False	False	curated	True	0.167													7.66973	10.30882	15.8861	6.78588	7.3888	9.02139																		
CPI-SC007890A1C	CDH1_aEb7 complex	simple:P12830	complex:aEb7 complex	CDH1		False	False	False	curated	True	0.167						38.13866						42.83532						37.61175						36.91854						37.53457						38.24101
CPI-SC08D8A859F	COL6A1_a2b1 complex	simple:P12109	complex:a2b1 complex	COL6A1		True	False	False	curated	True	0.167							248.31871	250.9578	256.53508	247.43486	248.03778	249.67037																								
CPI-SS0C2561156	WNT2_FZD4	simple:P09544	simple:Q9ULV1	WNT2	FZD4	True	False	True	curated	False	0.167							18.64199	25.96867	45.07425	17.84977	21.30817	18.68677																								
CPI-SS0BAB460FF	ANGPT2_TEK	simple:O15123	simple:Q02763	ANGPT2	TEK	True	False	True	curated	False	0.167			61.86645						67.11191						139.91594						59.33964						62.73497						61.23198			
CPI-SS0879B8E95	CD160_TNFRSF14	simple:O95971	simple:Q92956	CD160	TNFRSF14	False	True	True	curated	False	0.167																									254.83469	199.42108	278.66784	263.11027	226.4614	270.08855						
CPI-SS0FC01B947	EFNA5_EPHA4	simple:P52803	simple:P54764	EFNA5	EPHA4	False	False	True	curated	False	0.167								29.1946	34.50285		28.91135			82.91091	88.21915		82.62766																			
CPI-SS0A28DCA72	CXCL12_CXCR4	simple:P48061	simple:P61073	CXCL12	CXCR4	True	False	True	curated	False	0.167							2614.23806				2051.48518	2041.62853	2107.19575						2138.22721					1565.61768												
CPI-SC054484F7B	COL3A1_a2b1 complex	simple:P02461	complex:a2b1 complex	COL3A1		True	False	False	curated	True	0.167							2452.61884	2455.25793	2460.8352	2451.73499	2452.33791	2453.9705																								
CPI-SC052A417CB	COL4A3_a2b1 complex	simple:Q01955	complex:a2b1 complex	COL4A3		True	False	False	curated	True	0.167	10.42733	13.06642	18.64369	9.54348	10.1464	11.77899																														
CPI-SC0755598EE	THBS1_aVb3 complex	simple:P07996	complex:aVb3 complex	THBS1		False	False	False	curated	True	0.167								459.47374	461.88876					202.32215	204.73717					245.20172	247.61674															
CPI-SS0F94547B2	NCR3_NCR3LG1	simple:O14931	simple:Q68D85	NCR3	NCR3LG1	False	True	False	curated	False	0.167				37.96732	37.5201	37.97723																						98.92492	98.4777	98.93483						
CPI-SC03446A95E	FCER2_aXb2 complex	simple:P06734	complex:aXb2 complex	FCER2		True	True	False	curated	True	0.167	186.47682	174.79045	174.51353	274.2414	258.85076	180.41909																														
CPI-SC01EA4FF6B	COL1A1_a2b1 complex	simple:P02452	complex:a2b1 complex	COL1A1		True	False	False	curated	True	0.167							2072.86325	2075.50234	2081.07961	2071.9794	2072.58232	2074.21491																								
CPI-SC0847A64D2	FN1_aVb5 complex	simple:P02751	complex:aVb5 complex	FN1		True	False	False	curated	True	0.167								969.55685		952.39729				234.23874		217.07919				155.62075		138.4612														
CPI-SC039D075C6	COL15A1_a2b1 complex	simple:P39059	complex:a2b1 complex	COL15A1		True	False	False	curated	True	0.167													135.09757	137.73666	143.31394	134.21372	134.81664	136.44923																		
CPI-SS02371A6D6	VEGFA_EPHB2	simple:P15692	simple:P29323	VEGFA	EPHB2	True	False	True	I2D	False	0.167								7.40831	6.64311	8.14249										6.33427	5.56907	7.06844														
CPI-SC01E9FAC20	COL16A1_a2b1 complex	simple:Q07092	complex:a2b1 complex	COL16A1		True	False	False	curated	True	0.167							50.44161	53.0807	58.65797	49.55776	50.16068	51.79326																								
CPI-SS08083B141	NRP1_SEMA3A	simple:O14786	simple:Q14563	NRP1	SEMA3A	True	True	False	curated	False	0.167								115.69621	148.42089					100.14874	132.87342					55.50631	88.23099															
CPI-SS02FEAF02E	FGF5_FGFR2	simple:P12034	simple:P21802	FGF5	FGFR2	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	0.167							31.20423	30.52037	30.34767	29.3712	29.94103	31.61664																								
CPI-SS0241A1F57	NRP2_SEMA3C	simple:O60462	simple:Q99985	NRP2	SEMA3C	True	True	False	curated	False	0.167								43.36602		11.89793				81.29006		49.82197				44.24975		12.78167														
CPI-CS06072FF4E	IL1 receptor_IL1A	complex:IL1 receptor	simple:P01583		IL1A	True	True	False	curated	False	0.167				5.93051						22.13887						39.10104						5.61277						7.4266						6.24588		
CPI-SS07833475A	FGFR1_FGF7	simple:P11362	simple:P21781	FGFR1	FGF7	True	True	False	I2D	False	0.167		106.43799						143.7756						122.95157						105.85147						106.222						109.33				
CPI-SS06B86672A	CD44_FGFR2	simple:P16070	simple:P21802	CD44	FGFR2	True	True	True	InnateDB-All	False	0.167																															168.14457	167.4607	167.28801	166.31154	166.88136	168.55698
CPI-SS0D954EA1C	PDGFRB_PDGFD	simple:P09619	simple:Q9GZP0	PDGFRB	PDGFD	True	True	False	curated	False	0.167								96.59923	108.25252		87.52467															32.48422	44.13751		23.40966							
CPI-SS0A76A8E97	HLA-F_LILRB2	simple:P30511	simple:Q8N423	HLA-F	LILRB2	False	False	True	curated	False	0.167																									462.71743			554.23085	461.95008		296.3835			387.89692	295.61615	
CPI-SS0DBA81CCF	HLA-G_LILRB2	simple:P17693	simple:Q8N423	HLA-G	LILRB2	False	True	True	curated	False	0.167				104.19663						99.39036						106.32805						112.45061						120.05409						112.03584		
CPI-SS0B537DD3F	CEACAM5_CEACAM1	simple:P06731	simple:P13688	CEACAM5	CEACAM1	True	False	False	curated	False	0.167			32.94673						30.93413						31.37902						31.25089						32.91096						32.95724			
CPI-SS04A97448D	FGF1_FGFR2	simple:P05230	simple:P21802	FGF1	FGFR2	True	False	True	I2D,IMEx,InnateDB-All,IntAct,MINT	False	0.167							8.81049	8.12662	7.95392	6.97746	7.54728	9.2229																								
CPI-SS00B1BEE64	CD2_CD58	simple:P06729	simple:P19256	CD2	CD58	False	True	False	curated	False	0.167																															511.42928	506.56947	551.3958	556.44705	586.56268	548.69267
CPI-SS0DC2A6D35	IL6_HRH1	simple:P05231	simple:P35367	IL6	HRH1	True	False	True	IMEx,InnateDB-All,IntAct	False	0.167							43.52428	49.84484	52.99421	45.13486	42.97172	43.82431																								
CPI-SS04F3A1E5C	COPA_SORT1	simple:P53621	simple:Q99523	COPA	SORT1	True	False	True	IMEx,InnateDB-All,IntAct,MatrixDB	False	0.167								78.40699	78.66822	82.50047																						37.12654	37.38777	41.22002		
CPI-SS00FB3CB09	FFAR2_CCL4L2	simple:O15552	simple:Q8NHW4	FFAR2	CCL4L2	True	True	False	IMEx,IntAct	False	0.167						476.81862						473.91993						477.37893						484.36737						476.37834						476.64805
CPI-SS06E42DB13	ADIPOQ_CLEC2D	simple:Q15848	simple:Q9UHP7	ADIPOQ	CLEC2D	True	False	True	IMEx,IntAct	False	0.167						120.37621						118.82545						119.48663						118.87226						121.15987						120.42941
