gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B-cells	CAF	Endothelial cells	Macrophages	NK	T-cells
LRP5	O75197	False	LRP5_HUMAN		CPI-SS0A4EE6FE1	0.20939	2.33787	18.18897	0.00714	0.0	0.3168
LGR5	O75473	False	LGR5_HUMAN		CPI-SS05E001125	0.00614	13.75619	0.0	0.0	0.0	0.1238
LGR5	O75473	False	LGR5_HUMAN		CPI-SS0F102AAC5	0.00614	13.75619	0.0	0.0	0.0	0.1238
LGR5	O75473	False	LGR5_HUMAN		CPI-SS0FC0CA5ED	0.00614	13.75619	0.0	0.0	0.0	0.1238
LGR5	O75473	False	LGR5_HUMAN		CPI-SS0DCA749B0	0.00614	13.75619	0.0	0.0	0.0	0.1238
LGR4	Q9BXB1	False	LGR4_HUMAN		CPI-SS0A874F65F	0.37588	9.87695	0.0	0.0181	0.0	0.08346
LRP6	O75581	False	LRP6_HUMAN		CPI-SS05B1FA8A8	0.45868	7.31083	8.6323	0.18825	0.15596	0.57219
NTF3	P20783	False	NTF3_HUMAN		CPI-SS05162C56B	0.0	1.68576	0.87182	0.0	0.0	0.00182
GRN	P28799	False	GRN_HUMAN		CPI-SS0829B8FD2	238.35052	415.89864	851.80427	1931.87715	74.741	53.3304
ICAM3	P32942	False	ICAM3_HUMAN		CPI-SS00F979E99	175.19214	13.22902	2.25676	52.4982	251.0622	217.43088
COPA	P53621	False	COPA_HUMAN		CPI-SS065F7DA2A	38.97007	150.25799	74.19011	67.27197	68.82303	67.6971
NAMPT	P43490	False	NAMPT_HUMAN		CPI-SS09A3FA737	23.00622	113.46588	143.47701	404.09209	15.66956	44.87329
PROK1	P58294	False	PROK1_HUMAN		CPI-SS04FB6F38D	0.18046	0.88884	0.0	0.08278	0.07885	0.03312
GAL	P22466	False	GALA_HUMAN		CPI-SS0BE567EFB	2.3483	0.0	0.0	15.75422	0.0	0.3821
UTS2	O95399	False	UTS2_HUMAN		CPI-SS033C67295	0.0	0.0	0.0	0.0	0.0	11.43711
GLP2R	O95838	False	GLP2R_HUMAN		CPI-SS00EC753E6	0.34237	0.0	0.0	0.04532	0.0	0.01107
C3	P01024	False	CO3_HUMAN		CPI-SS03E48EFEA	0.22481	1155.95745	0.67369	136.9364	0.0	0.97925
ADORA2A	P29274	False	AA2AR_HUMAN		CPI-SS03E273233	31.51304	3.09612	2.42645	8.19383	1.49791	77.41913
ADORA3	P0DMS8	False	AA3R_HUMAN		CPI-SS0FF6CFDCA	1.06523	0.0	4.05481	133.90081	0.0	0.51951
ADORA2B	P29275	False	AA2BR_HUMAN		CPI-SS079728E8B	5.78187	1.882	0.02723	0.35628	0.73905	2.24887
ADORA1	P30542	False	AA1R_HUMAN		CPI-SS03E7587E4	0.40834	3.33645	0.0	1.21026	0.0	0.15019
AGT	P01019	False	ANGT_HUMAN		CPI-SS05996C8FD	0.13859	185.97288	0.0	0.12897	0.0	0.3097
AGT	P01019	False	ANGT_HUMAN		CPI-SS069924427	0.13859	185.97288	0.0	0.12897	0.0	0.3097
C5	P01031	False	CO5_HUMAN		CPI-SS00581282E	0.58454	2.88661	1.79814	1.20668	2.71743	1.49691
C5	P01031	False	CO5_HUMAN		CPI-SS0A7E3A1AF	0.58454	2.88661	1.79814	1.20668	2.71743	1.49691
KNG1	P01042	False	KNG1_HUMAN		CPI-SS075D9B9AD	1.55083	0.15328	0.03646	0.35	0.13385	0.76411
PENK	P01210	False	PENK_HUMAN		CPI-SS06AC5AF53	0.11345	7.58168	0.0	0.0	0.0	0.65917
CGA	P01215	False	GLHA_HUMAN		CPI-SS033180726	0.63375	0.0	0.20615	0.2858	1.09869	2.41859
LHB	P01229	False	LSHB_HUMAN		CPI-SS0DEF5D0CE	0.15004	0.52474	0.0	0.12048	0.0	0.75207
CGA	P01215	False	GLHA_HUMAN		CPI-SS0577408A3	0.63375	0.0	0.20615	0.2858	1.09869	2.41859
FSHB	P01225	False	FSHB_HUMAN		CPI-SS035A3ADDF	0.70593	0.0	0.0	0.0	0.0	0.20333
TSHB	P01222	False	TSHB_HUMAN		CPI-SS0C7833961	0.0	0.89594	0.0	0.0	0.0	0.98559
PRL	P01236	False	PRL_HUMAN		CPI-SS00689751B	0.21982	0.0	1.4714	0.0	0.0	0.13383
GH1	P01241	False	SOMA_HUMAN		CPI-SS0A606E2DA	0.99901	0.0	0.0	0.0	0.0	1.28182
GH1	P01241	False	SOMA_HUMAN		CPI-SS0ACD3CCEE	0.99901	0.0	0.0	0.0	0.0	1.28182
GH2	P01242	False	SOM2_HUMAN		CPI-SS0DB45E7DF	0.0	0.60214	0.0	0.0	0.0	0.25931
TG	P01266	False	THYG_HUMAN		CPI-SS01963C4CA	0.30671	0.36262	0.09492	0.20801	0.0	0.47478
PTH	P01270	False	PTHY_HUMAN		CPI-SS0D87F8BD7	0.0	0.0	0.0	0.0	0.0	0.42275
PTHLH	P12272	False	PTHR_HUMAN		CPI-SS012B216F6	0.04655	54.05872	4.78632	0.04611	0.0	1.16289
PTH	P01270	False	PTHY_HUMAN		CPI-SS0F32DB87D	0.0	0.0	0.0	0.0	0.0	0.42275
PTHLH	P12272	False	PTHR_HUMAN		CPI-SS0483CE4ED	0.04655	54.05872	4.78632	0.04611	0.0	1.16289
PTHLH	P12272	False	PTHR_HUMAN		CPI-SS058E608D0	0.04655	54.05872	4.78632	0.04611	0.0	1.16289
IL1B	P01584	False	IL1B_HUMAN		CPI-SS0C6448B94	0.12532	2.66958	2.40739	2427.15372	0.51617	5.50006
CD8A	P01732	False	CD8A_HUMAN		CPI-SS0C1F25516	3.61206	0.03393	0.02431	0.35556	31.57695	1039.91348
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS0F739D3DB	1.8759	1035.23437	257.97353	710.18989	431.19323	407.34666
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS06CCF5A54	1.8759	1035.23437	257.97353	710.18989	431.19323	407.34666
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS030BB46BB	1.8759	1035.23437	257.97353	710.18989	431.19323	407.34666
APP	P05067	False	A4_HUMAN		CPI-SS0F66EA6BE	25.64263	231.3528	952.74226	52.28601	0.11885	14.2073
SAA1	P0DJI8	False	SAA1_HUMAN		CPI-SS05F45873A	0.59897	0.0	74.8149	0.42396	0.0	2.08271
RLN2	P04090	False	REL2_HUMAN		CPI-SS018FB4D9F	6.98308	0.0	4.34265	0.05373	0.46232	5.4452
RLN1	P04808	False	REL1_HUMAN		CPI-SS0D3A5646A	0.39657	0.0	0.43938	0.45041	4.15397	0.45456
INSL3	P51460	False	INSL3_HUMAN		CPI-SS06CF55F94	3.69294	0.0	0.0	6.44632	0.17423	7.553
RLN2	P04090	False	REL2_HUMAN		CPI-SS045EC4F7D	6.98308	0.0	4.34265	0.05373	0.46232	5.4452
RLN1	P04808	False	REL1_HUMAN		CPI-SS0FAE75A75	0.39657	0.0	0.43938	0.45041	4.15397	0.45456
INSL3	P51460	False	INSL3_HUMAN		CPI-SS08805BBC2	3.69294	0.0	0.0	6.44632	0.17423	7.553
RLN3	Q8WXF3	False	REL3_HUMAN		CPI-SS031E35270	0.59646	0.0	0.0	0.0	0.0	0.11812
RLN2	P04090	False	REL2_HUMAN		CPI-SS0F8DE3306	6.98308	0.0	4.34265	0.05373	0.46232	5.4452
RLN3	Q8WXF3	False	REL3_HUMAN		CPI-SS02EF37382	0.59646	0.0	0.0	0.0	0.0	0.11812
CSF2	P04141	False	CSF2_HUMAN		CPI-SS092E57263	0.0	0.27098	0.0	1.53924	1.82229	5.48019
IL4	P05112	False	IL4_HUMAN		CPI-SS01AD399A0	0.08569	0.09426	0.0	0.0	0.0	0.34398
IL13	P35225	False	IL13_HUMAN		CPI-SS066FBE098	0.0	0.0	0.0	0.0	0.0	0.22288
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS0186F8AED	6.30345	2.10163	0.92986	1.91752	8.75616	14.39621
NAMPT	P43490	False	NAMPT_HUMAN		CPI-SS0BCCDFA7A	23.00622	113.46588	143.47701	404.09209	15.66956	44.87329
IL13	P35225	False	IL13_HUMAN		CPI-SS0073098F3	0.0	0.0	0.0	0.0	0.0	0.22288
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS0431D2256	6.30345	2.10163	0.92986	1.91752	8.75616	14.39621
IL6	P05231	False	IL6_HUMAN		CPI-SS0DC2A6D35	37.36013	85.40286	4.34624	53.0004	0.0	0.97255
CD2	P06729	False	CD2_HUMAN		CPI-SS00B1BEE64	1.54035	0.13344	0.0	0.42555	329.94374	982.09524
CEACAM5	P06731	False	CEAM5_HUMAN		CPI-SS0B537DD3F	5.96637	1.94115	2.83094	2.57469	5.89481	5.98737
CEACAM5	P06731	False	CEAM5_HUMAN		CPI-SS0AC66088D	5.96637	1.94115	2.83094	2.57469	5.89481	5.98737
CRH	P06850	False	CRF_HUMAN		CPI-SS0A05319F5	0.0	0.0	0.0	0.0	0.0	0.23484
UCN	P55089	False	UCN1_HUMAN		CPI-SS0E654708F	1.85837	0.0	1.85875	4.35587	0.0	2.59103
PROS1	P07225	False	PROS_HUMAN		CPI-SS0C85BC9AF	0.74484	58.71285	65.65142	15.28976	0.0	1.47188
PROS1	P07225	False	PROS_HUMAN		CPI-SS09C4988F8	0.74484	58.71285	65.65142	15.28976	0.0	1.47188
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS0B01CF3AB	0.64802	0.50509	0.0	523.35119	0.0	1.3439
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS05BE83BC6	0.64802	0.50509	0.0	523.35119	0.0	1.3439
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS0DFA98A14	0.64802	0.50509	0.0	523.35119	0.0	1.3439
GRP	P07492	False	GRP_HUMAN		CPI-SS07AF9303D	0.84434	0.0	0.0	0.0	0.0	0.4162
PTPRC	P08575	False	PTPRC_HUMAN		CPI-SS0CBC7840D	428.82896	19.4877	0.97817	323.87448	943.28908	903.40558
PTPRC	P08575	False	PTPRC_HUMAN		CPI-SS0822AEF5F	428.82896	19.4877	0.97817	323.87448	943.28908	903.40558
MET	P08581	False	MET_HUMAN		CPI-SS07F60834D	1.9642	5.59145	30.02259	3.86411	0.69481	2.11415
CD48	P09326	False	CD48_HUMAN		CPI-SS056FF4363	510.80163	15.35488	5.6243	320.1225	575.58388	579.3813
PDGFRB	P09619	False	PGFRB_HUMAN		CPI-SS0D954EA1C	0.88382	148.4588	0.21584	2.98989	20.22878	1.54451
ALOX5	P09917	False	LOX5_HUMAN		CPI-SS080611C5B	203.9716	2.04212	56.02893	237.3164	0.0	2.2446
CSF3	P09919	False	CSF3_HUMAN		CPI-SS08376F0E6	0.03688	0.0	0.0	0.0	0.0	0.20057
KIT	P10721	False	KIT_HUMAN		CPI-SS02D7A1DDE	0.87613	5.74687	3.23312	0.0196	25.95766	0.77911
EPOR	P19235	False	EPOR_HUMAN		CPI-SS0EDAE16B6	2.31582	12.62395	2.90476	6.18228	8.21355	6.02214
CD28	P10747	False	CD28_HUMAN		CPI-SS07327E587	1.47487	0.30328	0.4577	17.39466	0.72538	89.38169
CTLA4	P16410	False	CTLA4_HUMAN		CPI-SS0320FFAFC	1.02994	0.0	0.43078	2.69979	0.0	168.02398
CD28	P10747	False	CD28_HUMAN		CPI-SS077D7365D	1.47487	0.30328	0.4577	17.39466	0.72538	89.38169
CTLA4	P16410	False	CTLA4_HUMAN		CPI-SS0B0E09B1C	1.02994	0.0	0.43078	2.69979	0.0	168.02398
HLA-E	P13747	False	HLAE_HUMAN		CPI-SS03EF699C7	1650.52848	476.07897	2611.14678	1624.88913	2487.94385	2227.80016
HLA-E	P13747	False	HLAE_HUMAN		CPI-SS0C4FA643F	1650.52848	476.07897	2611.14678	1624.88913	2487.94385	2227.80016
HLA-E	P13747	False	HLAE_HUMAN		CPI-SS03339363E	1650.52848	476.07897	2611.14678	1624.88913	2487.94385	2227.80016
SELL	P14151	False	LYAM1_HUMAN		CPI-SS0EB5AEC83	794.2688	12.69128	22.35777	198.27126	549.64586	417.91934
SELP	P16109	False	LYAM3_HUMAN		CPI-SS015E1E2C6	2.37765	0.0	161.28604	0.0	0.0	4.93115
SELL	P14151	False	LYAM1_HUMAN		CPI-SS087321EB5	794.2688	12.69128	22.35777	198.27126	549.64586	417.91934
SELP	P16109	False	LYAM3_HUMAN		CPI-SS02B7540B0	2.37765	0.0	161.28604	0.0	0.0	4.93115
SELE	P16581	False	LYAM2_HUMAN		CPI-SS086A1C18B	0.71891	0.0	243.77136	0.0073	0.0	0.24548
SELP	P16109	False	LYAM3_HUMAN		CPI-SS06ABF2F5A	2.37765	0.0	161.28604	0.0	0.0	4.93115
SELE	P16581	False	LYAM2_HUMAN		CPI-SS04F90EE0D	0.71891	0.0	243.77136	0.0073	0.0	0.24548
CD99	P14209	False	CD99_HUMAN		CPI-SS01560CA22	150.28933	688.05818	478.1373	159.83157	361.07393	365.37376
NPR1	P16066	False	ANPRA_HUMAN		CPI-SS08E6EA18C	0.21875	5.03544	53.74211	0.0019	0.10019	0.12389
NPR1	P16066	False	ANPRA_HUMAN		CPI-SS0A1864A37	0.21875	5.03544	53.74211	0.0019	0.10019	0.12389
NPR3	P17342	False	ANPRC_HUMAN		CPI-SS0EB4002A2	0.67368	19.62831	6.45472	0.01198	0.0	0.27281
NPR2	P20594	False	ANPRB_HUMAN		CPI-SS06B94F144	0.95928	10.75478	1.61457	1.09587	1.07748	2.3372
NPR3	P17342	False	ANPRC_HUMAN		CPI-SS05F0AFA81	0.67368	19.62831	6.45472	0.01198	0.0	0.27281
SPN	P16150	False	LEUK_HUMAN		CPI-SS02A170A99	37.46271	10.95971	19.28202	22.38451	90.65442	83.34487
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS03CC15FF3	0.59018	124.34983	0.25785	0.16746	0.0	0.43589
FLT4	P35916	False	VGFR3_HUMAN		CPI-SS03A3EE72E	1.41459	1.11034	171.00876	0.68976	2.30769	3.79624
FLT4	P35916	False	VGFR3_HUMAN		CPI-SS0F972435E	1.41459	1.11034	171.00876	0.68976	2.30769	3.79624
KDR	P35968	False	VGFR2_HUMAN		CPI-SS0273C9AED	0.06103	0.14443	194.25614	0.05873	0.27768	0.26921
PECAM1	P16284	False	PECA1_HUMAN		CPI-SS0E0DEA7D5	17.67461	2.78199	377.53456	52.4237	19.73912	22.53963
PECAM1	P16284	False	PECA1_HUMAN		CPI-SS081AD39D7	17.67461	2.78199	377.53456	52.4237	19.73912	22.53963
PRLR	P16471	False	PRLR_HUMAN		CPI-SS02C0BCFFE	0.24742	2.5222	0.06892	7.13425	0.22942	0.69704
PMCH	P20382	False	MCH_HUMAN		CPI-SS029B74C35	0.09732	1.39638	0.0	0.0	0.54344	13.36209
PMCH	P20382	False	MCH_HUMAN		CPI-SS0362EFFDE	0.09732	1.39638	0.0	0.0	0.54344	13.36209
TRH	P20396	False	TRH_HUMAN		CPI-SS00F69C501	0.00788	1.32262	0.0	0.63367	16.26309	0.60999
EDN2	P20800	False	EDN2_HUMAN		CPI-SS056AA08CF	0.0	0.0	0.0	0.0	0.0	0.23927
C5AR1	P21730	False	C5AR1_HUMAN		CPI-SS01946BE5C	2.19248	4.73662	2.81679	176.78829	1.46095	2.42975
TNFSF4	P23510	False	TNFL4_HUMAN		CPI-SS04456F441	14.74334	2.71478	1.21785	1.31785	11.87849	24.88075
CXCR1	P25024	False	CXCR1_HUMAN		CPI-SS05E63FBEC	0.25306	0.0	0.0	0.40755	24.00398	0.90346
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS087BD262F	3.22465	1.17541	2.91182	12.30711	69.39329	4.19053
CXCR1	P25024	False	CXCR1_HUMAN		CPI-SS0C7012011	0.25306	0.0	0.0	0.40755	24.00398	0.90346
CXCR1	P25024	False	CXCR1_HUMAN		CPI-SS0288E42FB	0.25306	0.0	0.0	0.40755	24.00398	0.90346
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS0C7915758	3.22465	1.17541	2.91182	12.30711	69.39329	4.19053
FPR3	P25089	False	FPR3_HUMAN		CPI-SS0D2539AEB	0.23881	0.06492	0.41046	157.73499	0.0	1.10108
FPR2	P25090	False	FPR2_HUMAN		CPI-SS0C321CE6D	0.58213	0.0	0.17123	114.26001	0.03673	0.51928
GUCY2C	P25092	False	GUC2C_HUMAN		CPI-SS09A3A441F	1.78314	0.2013	0.02354	0.0196	0.0	0.03369
GUCY2C	P25092	False	GUC2C_HUMAN		CPI-SS0231B999D	1.78314	0.2013	0.02354	0.0196	0.0	0.03369
MST1	P26927	False	HGFL_HUMAN		CPI-SS03EACE0E0	2.85533	10.97226	8.94793	2.334	13.80899	0.83143
ACVR2A	P27037	False	AVR2A_HUMAN		CPI-SS0D53B88CC	3.49005	26.03038	17.77733	10.79021	3.69977	5.31329
ACVR2A	P27037	False	AVR2A_HUMAN		CPI-SS099C401F7	3.49005	26.03038	17.77733	10.79021	3.69977	5.31329
GDF1	P27539	False	GDF1_HUMAN		CPI-SS00E3F772A	0.0	0.0	0.0	0.0	0.0	0.02491
TNFRSF8	P28908	False	TNR8_HUMAN		CPI-SS0412C803A	0.32086	3.40846	0.0	12.03539	0.0	5.06237
CD6	P30203	False	CD6_HUMAN		CPI-SS08991B378	10.78932	3.15171	0.0	0.04627	2.53601	132.33576
AXL	P30530	False	UFO_HUMAN		CPI-SS0D0252D87	14.34104	311.95825	8.81352	159.61933	13.90647	21.63711
IL15	P40933	False	IL15_HUMAN		CPI-SS077B160B9	16.51738	12.79309	23.09284	22.98662	4.25213	6.38176
AXL	P30530	False	UFO_HUMAN		CPI-SS03A4F7DC8	14.34104	311.95825	8.81352	159.61933	13.90647	21.63711
TYRO3	Q06418	False	TYRO3_HUMAN		CPI-SS085195142	0.67629	7.76708	1.10061	1.60179	0.0	1.72962
MERTK	Q12866	False	MERTK_HUMAN		CPI-SS0415CC75D	0.10903	0.0	8.00007	49.13044	0.62905	0.75659
SSTR1	P30872	False	SSR1_HUMAN		CPI-SS00C069DCB	0.0	1.37413	0.0	0.0	0.12885	0.04673
SSTR4	P31391	False	SSR4_HUMAN		CPI-SS024E1CF41	0.0	0.0	0.0	0.0	0.0	0.09568
CALCR	P30988	False	CALCR_HUMAN		CPI-SS0B27088B4	0.1567	0.0	0.56014	0.00794	0.0	0.259
CALCR	P30988	False	CALCR_HUMAN		CPI-SS032CFAE42	0.1567	0.0	0.56014	0.00794	0.0	0.259
NTSR1	P30989	False	NTR1_HUMAN		CPI-SS083319328	0.31211	0.10836	0.0	0.0	0.0	0.07889
CD52	P31358	False	CD52_HUMAN		CPI-SS073C1B796	1559.71493	19.23154	5.50773	199.04729	487.18868	1065.90645
BMP8B	P34820	False	BMP8B_HUMAN		CPI-SS0E5593D5C	3.06361	0.42869	0.73738	1.12588	1.7523	2.04693
RYK	P34925	False	RYK_HUMAN		CPI-SS0A91954A0	7.09202	3.21946	17.58246	5.63339	1.44021	7.58768
APLNR	P35414	False	APJ_HUMAN		CPI-SS0D8148841	1.14627	43.76156	355.25939	0.36984	5.76842	0.49617
CHRNA7	P36544	False	ACHA7_HUMAN		CPI-SS08833E2DA	2.13932	0.67312	2.08152	3.6824	1.40235	2.49483
FLT3	P36888	False	FLT3_HUMAN		CPI-SS076FEB261	5.27542	0.0	0.1	4.84668	0.0	0.36235
LTBR	P36941	False	TNR3_HUMAN		CPI-SS06CBC985C	0.7353	151.24502	182.33916	129.88015	0.57767	1.93624
THPO	P40225	False	TPO_HUMAN		CPI-SS0DC2DD9D7	0.0	1.17395	6.32511	1.55488	0.0	0.01134
LEP	P41159	False	LEP_HUMAN		CPI-SS066FE05CA	2.80361	0.74214	0.71831	0.64603	0.87079	2.25308
GPR1	P46091	False	GPR1_HUMAN		CPI-SS04CD88411	9.79341	42.65386	55.85781	3.53189	13.19207	11.28746
CMKLR1	Q99788	False	CML1_HUMAN		CPI-SS07D56EB05	0.9944	5.5435	0.892	43.12023	8.30632	0.72273
XCR1	P46094	False	XCR1_HUMAN		CPI-SS0B6643F31	3.63606	0.0	0.4794	0.10127	0.15	1.39278
XCR1	P46094	False	XCR1_HUMAN		CPI-SS052D34F0B	3.63606	0.0	0.4794	0.10127	0.15	1.39278
NPBWR1	P48145	False	NPBW1_HUMAN		CPI-SS0BDA7A63E	0.0	0.0	0.0	0.0	0.0	0.35244
NPBWR2	P48146	False	NPBW2_HUMAN		CPI-SS0B7A7E932	0.05326	0.0	0.0	0.0	0.0	0.13885
NPBWR1	P48145	False	NPBW1_HUMAN		CPI-SS0D5E1C3D2	0.0	0.0	0.0	0.0	0.0	0.35244
NPBWR2	P48146	False	NPBW2_HUMAN		CPI-SS01A761DB5	0.05326	0.0	0.0	0.0	0.0	0.13885
NMU	P48645	False	NMU_HUMAN		CPI-SS07B3139A0	0.05441	0.0	0.0	0.0	0.0	1.28179
NMU	P48645	False	NMU_HUMAN		CPI-SS018BD4882	0.05441	0.0	0.0	0.0	0.0	1.28179
CX3CR1	P49238	False	CX3C1_HUMAN		CPI-SS032E9A219	1.73667	0.0	0.0	59.90424	328.46358	12.11497
CCR4	P51679	False	CCR4_HUMAN		CPI-SS0EF1A7415	0.82208	0.42869	0.0	0.15865	0.11538	67.33483
INHBC	P55103	False	INHBC_HUMAN		CPI-SS04BE14432	0.31835	0.0	0.0	0.0	0.0	0.11802
INHBE	P58166	False	INHBE_HUMAN		CPI-SS09CCC0451	2.4552	1.14769	1.90016	0.80469	5.85562	2.1437
LILRA4	P59901	False	LIRA4_HUMAN		CPI-SS095DCA7F7	31.42227	1.07328	1.15897	2.45641	0.0	0.20008
QRFP	P83859	False	OX26_HUMAN		CPI-SS0BC884A75	0.0	0.84329	0.0	0.0	0.0	0.24852
DSG1	Q02413	False	DSG1_HUMAN		CPI-SS036437279	0.13807	0.0	0.0	0.13897	0.0	0.3363
DSG1	Q02413	False	DSG1_HUMAN		CPI-SS062307CFE	0.13807	0.0	0.0	0.13897	0.0	0.3363
DSG1	Q02413	False	DSG1_HUMAN		CPI-SS09000F32A	0.13807	0.0	0.0	0.13897	0.0	0.3363
DSG2	Q14126	False	DSG2_HUMAN		CPI-SS0B6F0C894	4.08813	8.2352	4.876	1.98057	3.14615	4.99661
DSC2	Q02487	False	DSC2_HUMAN		CPI-SS06D13FCD3	0.69786	0.96279	0.21217	24.53057	0.0	0.16889
DSC1	Q08554	False	DSC1_HUMAN		CPI-SS08B94BEB2	1.04698	0.17279	0.54554	0.40508	0.47577	1.83338
TEK	Q02763	False	TIE2_HUMAN		CPI-SS0B337B316	0.16417	1.91919	114.68251	0.02135	5.24122	0.17604
TEK	Q02763	False	TIE2_HUMAN		CPI-SS00BBA318F	0.16417	1.91919	114.68251	0.02135	5.24122	0.17604
CD47	Q08722	False	CD47_HUMAN		CPI-SS0E9015902	155.93675	68.41762	98.74092	58.6669	182.12673	110.55722
CRHR2	Q13324	False	CRFR2_HUMAN		CPI-SS02EDE5894	0.08858	0.0	0.01277	0.0	0.0	0.09181
CRHR2	Q13324	False	CRFR2_HUMAN		CPI-SS083E7D88C	0.08858	0.0	0.01277	0.0	0.0	0.09181
SEMA5A	Q13591	False	SEM5A_HUMAN		CPI-SS0D00AAD2F	0.83793	32.36049	2.31529	0.37341	0.65308	1.08461
IL16	Q14005	False	IL16_HUMAN		CPI-SS0893BD6B6	120.92351	8.86877	2.66847	19.43544	130.18344	105.53496
KISS1	Q15726	False	KISS1_HUMAN		CPI-SS0F856A80F	0.0	0.14771	0.0	0.0	0.0	0.00653
GPR19	Q15760	False	GPR19_HUMAN		CPI-SS07DFEBFA8	0.26645	0.16934	0.60831	0.23476	0.0	8.85966
LAIR1	Q6GTX8	False	LAIR1_HUMAN		CPI-SS067BA9202	117.17144	9.54238	20.14347	301.28535	139.6338	67.84722
IGFL1	Q6UW32	False	IGFL1_HUMAN		CPI-SS00ABEE10B	1.60491	0.0	0.0	0.0	0.0	0.03658
IGFL2	Q6UWQ7	False	IGFL2_HUMAN		CPI-SS08EDE5442	1.26177	0.0	0.0	0.0	0.0	3.60834
IGFL3	Q6UXB1	False	IGFL3_HUMAN		CPI-SS0327E1782	0.28482	0.0	2.57551	0.03048	0.37539	0.59214
CXCL17	Q6UXB2	False	VCC1_HUMAN		CPI-SS08C995EB4	2.57053	0.06623	0.0	0.3966	0.21886	0.32823
GFRAL	Q6UXV0	False	GFRAL_HUMAN		CPI-SS0BA87E94E	6.37382	2.31789	4.84217	3.27175	9.79587	7.11147
PROKR2	Q8NFJ6	False	PKR2_HUMAN		CPI-SS027E57635	0.589	0.0	0.0	0.0	0.0	5.21882
PROKR1	Q8TCW9	False	PKR1_HUMAN		CPI-SS01CE67526	0.0	0.0	0.0	0.0	0.0	0.70053
RXFP4	Q8TDU9	False	RL3R2_HUMAN		CPI-SS0A6477344	1.42337	0.0	5.67399	4.20622	0.0	0.0
RXFP2	Q8WXD0	False	RXFP2_HUMAN		CPI-SS01442BDB7	0.01998	0.0	0.0	0.18207	0.0	0.11315
RXFP4	Q8TDU9	False	RL3R2_HUMAN		CPI-SS0799949D7	1.42337	0.0	5.67399	4.20622	0.0	0.0
RXFP3	Q9NSD7	False	RL3R1_HUMAN		CPI-SS0ACCAC836	0.0	0.0	0.0	0.04389	0.0	0.06217
CLEC2B	Q92478	False	CLC2B_HUMAN		CPI-SS025C8F785	24.35478	36.21388	60.8673	51.97065	176.08136	74.33228
EDA	Q92838	False	EDA_HUMAN		CPI-SS00797FD15	0.41933	5.05079	0.0	1.19669	0.0	1.30176
EDA	Q92838	False	EDA_HUMAN		CPI-SS05A8552D7	0.41933	5.05079	0.0	1.19669	0.0	1.30176
ESAM	Q96AP7	False	ESAM_HUMAN		CPI-SS04C672963	8.71619	0.0	321.68901	0.37951	0.0	0.91293
GPHA2	Q96T91	False	GPHA2_HUMAN		CPI-SS08C78576B	0.1366	0.0	0.0	0.0	0.0	0.3818
NPFFR1	Q9GZQ6	False	NPFF1_HUMAN		CPI-SS050123B31	0.0	0.0	0.0	0.4815	0.0	0.02995
IL37	Q9NZH6	False	IL37_HUMAN		CPI-SS0281839F1	0.0	0.0	0.0	0.0	0.0	0.14113
TNFSF18	Q9UNG2	False	TNF18_HUMAN		CPI-SS0FF51A757	0.0	0.0	0.0	0.0	0.0	0.32174
WNT11	O96014	False	WNT11_HUMAN		CPI-SS0A7B487D4	0.06279	11.98784	0.0	0.17833	0.0	0.02765
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS0FEC87269	6.30345	2.10163	0.92986	1.91752	8.75616	14.39621
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS028784FC6	6.30345	2.10163	0.92986	1.91752	8.75616	14.39621
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS00A8596B5	6.30345	2.10163	0.92986	1.91752	8.75616	14.39621
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SS044DF8749	0.61789	1.23985	0.0	0.5116	0.0	0.14834
GAL	P22466	False	GALA_HUMAN		CPI-SS072B19293	2.3483	0.0	0.0	15.75422	0.0	0.3821
GAL	P22466	False	GALA_HUMAN		CPI-SS0F8ABC300	2.3483	0.0	0.0	15.75422	0.0	0.3821
CD96	P40200	False	TACT_HUMAN		CPI-SS0B84DAE3D	19.76642	3.98378	2.05674	1.54667	266.63196	217.59397
CD226	Q15762	False	CD226_HUMAN		CPI-SS0A8627ED6	0.48442	0.60524	0.0	7.36451	26.68489	29.83534
TIGIT	Q495A1	False	TIGIT_HUMAN		CPI-SS00561BBD7	1.25258	0.22985	0.0	2.25633	117.63492	397.02529
GALP	Q9UBC7	False	GALP_HUMAN		CPI-SS0D03910A0	0.0	0.0	0.0	0.0	0.0	0.23862
